,0
60090,0
60091,0
60092,0
60093,0
60094,0
60095,0
60096,0
60097,1
60098,0
60099,0
60100,0
60101,0
60102,0
60103,0
60104,1
60105,0
60106,1
60107,0
60108,0
60109,0
60110,0
60111,0
60112,0
60113,0
60114,0
60115,0
60116,0
60117,0
60118,0
60119,0
60120,0
60121,2
60122,0
60123,0
60124,1
60125,0
60126,0
60127,0
60128,0
60129,0
60130,1
60131,1
60132,0
60133,0
60134,0
60135,0
60136,0
60137,0
60138,0
60139,0
60140,0
60141,0
60142,0
60143,0
60144,0
60145,0
60146,0
60147,1
60148,0
60149,0
60150,0
60151,1
60152,0
60153,1
60154,1
60155,0
60156,1
60157,0
60158,0
60159,0
60160,0
60161,1
60162,0
60163,0
60164,1
60165,0
60166,0
60167,0
60168,0
60169,0
60170,0
60171,0
60172,0
60173,0
60174,0
60175,0
60176,0
60177,0
60178,0
60179,1
60180,0
60181,0
60182,0
60183,0
60184,0
60185,0
60186,0
60187,1
60188,1
60189,0
60190,0
60191,0
60192,1
60193,0
60194,0
60195,0
60196,1
60197,0
60198,0
60199,0
60200,0
60201,0
60202,1
60203,3
60204,0
60205,0
60206,0
60207,0
60208,0
60209,0
60210,1
60211,0
60212,0
60213,0
60214,1
60215,0
60216,0
60217,0
60218,0
60219,0
60220,0
60221,0
60222,0
60223,1
60224,0
60225,0
60226,0
60227,0
60228,1
60229,0
60230,0
60231,0
60232,0
60233,0
60234,0
60235,0
60236,0
60237,0
60238,0
60239,0
60240,0
60241,0
60242,0
60243,0
60244,0
60245,1
60246,0
60247,0
60248,0
60249,0
60250,0
60251,0
60252,1
60253,0
60254,1
60255,1
60256,1
60257,0
60258,0
60259,1
60260,0
60261,0
60262,0
60263,0
60264,0
60265,0
60266,1
60267,3
60268,1
60269,0
60270,2
60271,0
60272,0
60273,1
60274,1
60275,0
60276,0
60277,2
60278,0
60279,0
60280,0
60281,0
60282,0
60283,0
60284,0
60285,0
60286,0
60287,0
60288,0
60289,0
60290,0
60291,0
60292,0
60293,0
60294,1
60295,0
60296,0
60297,0
60298,0
60299,0
60300,0
60301,0
60302,0
60303,0
60304,0
60305,0
60306,0
60307,0
60308,2
60309,0
60310,0
60311,0
60312,0
60313,0
60314,0
60315,0
60316,0
60317,2
60318,0
60319,0
60320,0
60321,0
60322,0
60323,0
60324,0
60325,3
60326,0
60327,0
60328,2
60329,3
60330,0
60331,2
60332,0
60333,0
60334,1
60335,0
60336,0
60337,2
60338,0
60339,1
60340,2
60341,0
60342,1
60343,0
60344,0
60345,0
60346,1
60347,0
60348,0
60349,0
60350,0
60351,0
60352,0
60353,0
60354,0
60355,0
60356,0
60357,0
60358,1
60359,0
60360,0
60361,0
60362,0
60363,0
60364,0
60365,0
60366,0
60367,0
60368,0
60369,0
60370,0
60371,0
60372,0
60373,0
60374,0
60375,0
60376,1
60377,2
60378,1
60379,0
60380,0
60381,0
60382,0
60383,0
60384,0
60385,1
60386,0
60387,0
60388,0
60389,1
60390,1
60391,0
60392,0
60393,0
60394,0
60395,0
60396,0
60397,0
60398,0
60399,0
60400,0
60401,0
60402,0
60403,1
60404,0
60405,0
60406,0
60407,0
60408,0
60409,0
60410,0
60411,0
60412,0
60413,0
60414,1
60415,0
60416,0
60417,0
60418,0
60419,0
60420,0
60421,0
60422,0
60423,0
60424,0
60425,0
60426,0
60427,0
60428,0
60429,0
60430,0
60431,0
60432,4
60433,0
60434,0
60435,1
60436,4
60437,0
60438,0
60439,0
60440,0
60441,0
60442,0
60443,0
60444,0
60445,0
60446,0
60447,0
60448,0
60449,0
60450,1
60451,0
60452,0
60453,0
60454,0
60455,0
60456,0
60457,0
60458,0
60459,0
60460,0
60461,0
60462,1
60463,1
60464,0
60465,0
60466,0
60467,0
60468,0
60469,0
60470,0
60471,0
60472,0
60473,0
60474,0
60475,1
60476,0
60477,0
60478,0
60479,0
60480,0
60481,0
60482,0
60483,0
60484,1
60485,0
60486,2
60487,0
60488,1
60489,0
60490,2
60491,1
60492,3
60493,0
60494,1
60495,0
60496,0
60497,0
60498,0
60499,0
60500,0
60501,0
60502,0
60503,0
60504,0
60505,0
60506,0
60507,0
60508,0
60509,0
60510,0
60511,0
60512,0
60513,0
60514,0
60515,0
60516,1
60517,0
60518,0
60519,0
60520,0
60521,0
60522,0
60523,0
60524,0
60525,0
60526,0
60527,1
60528,0
60529,0
60530,1
60531,1
60532,0
60533,0
60534,0
60535,2
60536,0
60537,0
60538,0
60539,0
60540,0
60541,0
60542,0
60543,0
60544,1
60545,0
60546,2
60547,0
60548,0
60549,1
60550,1
60551,0
60552,0
60553,0
60554,0
60555,0
60556,1
60557,0
60558,0
60559,0
60560,0
60561,0
60562,0
60563,0
60564,0
60565,0
60566,0
60567,1
60568,1
60569,1
60570,1
60571,1
60572,1
60573,0
60574,0
60575,1
60576,3
60577,0
60578,0
60579,2
60580,1
60581,0
60582,1
60583,0
60584,0
60585,0
60586,1
60587,0
60588,0
60589,1
60590,0
60591,0
60592,0
60593,0
60594,0
60595,0
60596,0
60597,0
60598,0
60599,0
60600,0
60601,1
60602,0
60603,0
60604,0
60605,0
60606,1
60607,1
60608,0
60609,0
60610,1
60611,0
60612,0
60613,0
60614,0
60615,0
60616,0
60617,0
60618,0
60619,1
60620,0
60621,0
60622,1
60623,0
60624,0
60625,0
60626,2
60627,0
60628,0
60629,0
60630,0
60631,2
60632,1
60633,0
60634,1
60635,0
60636,0
60637,0
60638,0
60639,0
60640,3
60641,0
60642,0
60643,0
60644,0
60645,1
60646,0
60647,0
60648,0
60649,0
60650,0
60651,0
60652,1
60653,0
60654,0
60655,0
60656,1
60657,0
60658,0
60659,0
60660,0
60661,0
60662,0
60663,0
60664,0
60665,0
60666,0
60667,0
60668,0
60669,0
60670,0
60671,1
60672,0
60673,2
60674,0
60675,2
60676,0
60677,0
60678,0
60679,0
60680,0
60681,0
60682,0
60683,0
60684,0
60685,0
60686,0
60687,0
60688,0
60689,0
60690,1
60691,0
60692,1
60693,0
60694,1
60695,0
60696,0
60697,0
60698,0
60699,0
60700,0
60701,0
60702,0
60703,0
60704,0
60705,0
60706,0
60707,0
60708,0
60709,0
60710,1
60711,0
60712,0
60713,0
60714,0
60715,0
60716,1
60717,0
60718,0
60719,0
60720,0
60721,0
60722,0
60723,0
60724,1
60725,0
60726,0
60727,0
60728,1
60729,0
60730,0
60731,0
60732,1
60733,0
60734,1
60735,1
60736,0
60737,0
60738,1
60739,1
60740,0
60741,0
60742,2
60743,0
60744,0
60745,0
60746,0
60747,0
60748,0
60749,1
60750,0
60751,0
60752,0
60753,0
60754,0
60755,0
60756,0
60757,0
60758,0
60759,1
60760,0
60761,0
60762,0
60763,0
60764,0
60765,0
60766,0
60767,0
60768,0
60769,1
60770,0
60771,0
60772,0
60773,0
60774,0
60775,0
60776,0
60777,0
60778,0
60779,1
60780,1
60781,0
60782,0
60783,0
60784,0
60785,0
60786,0
60787,0
60788,1
60789,0
60790,0
60791,0
60792,0
60793,0
60794,0
60795,0
60796,0
60797,0
60798,0
60799,0
60800,0
60801,1
60802,0
60803,0
60804,0
60805,1
60806,0
60807,0
60808,0
60809,0
60810,0
60811,0
60812,0
60813,0
60814,0
60815,0
60816,0
60817,0
60818,0
60819,0
60820,0
60821,0
60822,0
60823,0
60824,0
60825,0
60826,0
60827,0
60828,0
60829,0
60830,0
60831,0
60832,0
60833,0
60834,0
60835,0
60836,0
60837,0
60838,1
60839,0
60840,0
60841,0
60842,0
60843,0
60844,0
60845,0
60846,0
60847,0
60848,0
60849,0
60850,0
60851,0
60852,1
60853,0
60854,0
60855,0
60856,0
60857,0
60858,0
60859,1
60860,0
60861,0
60862,0
60863,0
60864,0
60865,0
60866,0
60867,0
60868,0
60869,0
60870,0
60871,0
60872,0
60873,0
60874,0
60875,0
60876,0
60877,0
60878,0
60879,0
60880,0
60881,0
60882,0
60883,0
60884,0
60885,0
60886,0
60887,0
60888,0
60889,0
60890,0
60891,0
60892,0
60893,0
60894,0
60895,0
60896,0
60897,0
60898,0
60899,0
60900,0
60901,0
60902,0
60903,1
60904,1
60905,0
60906,1
60907,0
60908,0
60909,0
60910,1
60911,0
60912,0
60913,0
60914,0
60915,0
60916,0
60917,0
60918,0
60919,0
60920,0
60921,0
60922,0
60923,0
60924,0
60925,0
60926,0
60927,0
60928,0
60929,1
60930,0
60931,0
60932,0
60933,0
60934,1
60935,0
60936,1
60937,0
60938,0
60939,1
60940,0
60941,0
60942,0
60943,0
60944,0
60945,1
60946,1
60947,0
60948,0
60949,0
60950,1
60951,0
60952,0
60953,0
60954,0
60955,0
60956,0
60957,0
60958,0
60959,0
60960,0
60961,1
60962,0
60963,0
60964,0
60965,1
60966,0
60967,0
60968,0
60969,0
60970,0
60971,0
60972,0
60973,0
60974,0
60975,0
60976,0
60977,0
60978,1
60979,0
60980,0
60981,0
60982,1
60983,1
60984,0
60985,1
60986,0
60987,0
60988,0
60989,0
60990,0
60991,0
60992,1
60993,0
60994,0
60995,0
60996,0
60997,0
60998,0
60999,0
61000,0
61001,0
61002,0
61003,0
61004,0
61005,0
61006,0
61007,0
61008,0
61009,0
61010,0
61011,2
61012,0
61013,0
61014,0
61015,1
61016,0
61017,0
61018,0
61019,0
61020,0
61021,0
61022,0
61023,0
61024,0
61025,0
61026,0
61027,0
61028,0
61029,0
61030,2
61031,0
61032,0
61033,1
61034,0
61035,1
61036,1
61037,0
61038,0
61039,0
61040,1
61041,0
61042,0
61043,0
61044,0
61045,0
61046,0
61047,0
61048,0
61049,0
61050,0
61051,0
61052,0
61053,0
61054,0
61055,0
61056,0
61057,0
61058,0
61059,0
61060,0
61061,0
61062,0
61063,0
61064,0
61065,0
61066,0
61067,0
61068,0
61069,1
61070,1
61071,0
61072,0
61073,0
61074,0
61075,0
61076,0
61077,0
61078,0
61079,0
61080,0
61081,0
61082,1
61083,1
61084,0
61085,1
61086,0
61087,0
61088,0
61089,0
61090,0
61091,0
61092,0
61093,0
61094,0
61095,0
61096,0
61097,0
61098,0
61099,0
61100,0
61101,0
61102,0
61103,0
61104,0
61105,0
61106,0
61107,0
61108,1
61109,2
61110,2
61111,0
61112,0
61113,0
61114,0
61115,1
61116,0
61117,0
61118,0
61119,0
61120,0
61121,0
61122,3
61123,1
61124,2
61125,0
61126,0
61127,0
61128,0
61129,0
61130,0
61131,0
61132,0
61133,1
61134,1
61135,0
61136,1
61137,1
61138,0
61139,0
61140,0
61141,0
61142,0
61143,2
61144,0
61145,0
61146,0
61147,0
61148,0
61149,0
61150,0
61151,0
61152,0
61153,0
61154,0
61155,0
61156,1
61157,0
61158,0
61159,0
61160,1
61161,2
61162,0
61163,0
61164,1
61165,0
61166,0
61167,0
61168,1
61169,1
61170,0
61171,0
61172,0
61173,0
61174,0
61175,4
61176,1
61177,1
61178,0
61179,0
61180,0
61181,0
61182,0
61183,0
61184,1
61185,0
61186,0
61187,0
61188,0
61189,1
61190,1
61191,0
61192,2
61193,1
61194,2
61195,1
61196,0
61197,0
61198,0
61199,3
61200,0
61201,0
61202,1
61203,5
61204,3
61205,0
61206,0
61207,3
61208,1
61209,3
61210,1
61211,0
61212,0
61213,4
61214,0
61215,4
61216,3
61217,1
61218,3
61219,1
61220,1
61221,0
61222,1
61223,2
61224,2
61225,1
61226,0
61227,2
61228,3
61229,0
61230,1
61231,0
61232,1
61233,0
61234,2
61235,0
61236,1
61237,1
61238,2
61239,2
61240,1
61241,0
61242,0
61243,0
61244,0
61245,0
61246,0
61247,0
61248,1
61249,0
61250,0
61251,0
61252,1
61253,0
61254,1
61255,0
61256,0
61257,1
61258,0
61259,0
61260,1
61261,0
61262,1
61263,0
61264,1
61265,0
61266,0
61267,0
61268,0
61269,0
61270,0
61271,0
61272,0
61273,3
61274,0
61275,0
61276,0
61277,0
61278,0
61279,0
61280,0
61281,0
61282,0
61283,0
61284,0
61285,0
61286,0
61287,0
61288,0
61289,0
61290,1
61291,0
61292,0
61293,0
61294,1
61295,0
61296,0
61297,0
61298,1
61299,2
61300,0
61301,0
61302,0
61303,1
61304,0
61305,0
61306,0
61307,1
61308,0
61309,0
61310,1
61311,0
61312,0
61313,0
61314,0
61315,0
61316,0
61317,0
61318,0
61319,0
61320,0
61321,0
61322,0
61323,0
61324,0
61325,0
61326,1
61327,0
61328,0
61329,0
61330,0
61331,0
61332,0
61333,0
61334,0
61335,1
61336,0
61337,0
61338,0
61339,0
61340,2
61341,0
61342,0
61343,0
61344,0
61345,0
61346,0
61347,0
61348,0
61349,0
61350,0
61351,0
61352,0
61353,0
61354,0
61355,0
61356,0
61357,0
61358,0
61359,0
61360,0
61361,1
61362,0
61363,2
61364,0
61365,2
61366,0
61367,0
61368,3
61369,0
61370,1
61371,0
61372,0
61373,0
61374,0
61375,0
61376,0
61377,2
61378,1
61379,0
61380,0
61381,0
61382,1
61383,1
61384,0
61385,5
61386,2
61387,1
61388,0
61389,0
61390,2
61391,2
61392,0
61393,3
61394,0
61395,0
61396,0
61397,0
61398,0
61399,0
61400,0
61401,0
61402,0
61403,0
61404,0
61405,1
61406,0
61407,0
61408,0
61409,0
61410,0
61411,1
61412,0
61413,0
61414,0
61415,0
61416,1
61417,0
61418,0
61419,0
61420,0
61421,0
61422,0
61423,0
61424,0
61425,0
61426,1
61427,1
61428,1
61429,0
61430,0
61431,0
61432,1
61433,1
61434,0
61435,0
61436,0
61437,0
61438,0
61439,1
61440,0
61441,0
61442,0
61443,0
61444,0
61445,0
61446,0
61447,0
61448,0
61449,0
61450,0
61451,0
61452,0
61453,0
61454,0
61455,0
61456,0
61457,0
61458,0
61459,0
61460,0
61461,0
61462,0
61463,0
61464,1
61465,0
61466,0
61467,0
61468,0
61469,0
61470,1
61471,0
61472,0
61473,0
61474,0
61475,0
61476,0
61477,0
61478,0
61479,0
61480,0
61481,0
61482,0
61483,0
61484,0
61485,0
61486,0
61487,0
61488,0
61489,1
61490,0
61491,0
61492,0
61493,0
61494,0
61495,0
61496,1
61497,0
61498,0
61499,1
61500,0
61501,0
61502,0
61503,2
61504,2
61505,1
61506,0
61507,0
61508,0
61509,0
61510,1
61511,0
61512,0
61513,0
61514,0
61515,0
61516,1
61517,1
61518,0
61519,0
61520,0
61521,1
61522,2
61523,0
61524,0
61525,0
61526,0
61527,0
61528,0
61529,0
61530,0
61531,0
61532,0
61533,0
61534,0
61535,0
61536,1
61537,0
61538,2
61539,1
61540,0
61541,0
61542,0
61543,0
61544,0
61545,0
61546,0
61547,0
61548,0
61549,0
61550,0
61551,0
61552,0
61553,0
61554,0
61555,0
61556,0
61557,0
61558,0
61559,0
61560,1
61561,0
61562,0
61563,0
61564,0
61565,0
61566,0
61567,0
61568,0
61569,1
61570,1
61571,0
61572,0
61573,0
61574,0
61575,2
61576,0
61577,1
61578,1
61579,0
61580,0
61581,0
61582,1
61583,0
61584,0
61585,0
61586,0
61587,0
61588,0
61589,0
61590,0
61591,0
61592,0
61593,0
61594,0
61595,0
61596,0
61597,0
61598,0
61599,0
61600,0
61601,0
61602,0
61603,0
61604,0
61605,0
61606,0
61607,0
61608,0
61609,0
61610,0
61611,0
61612,0
61613,0
61614,0
61615,0
61616,0
61617,0
61618,0
61619,0
61620,0
61621,0
61622,0
61623,0
61624,0
61625,0
61626,0
61627,0
61628,0
61629,0
61630,1
61631,1
61632,0
61633,0
61634,0
61635,0
61636,0
61637,0
61638,0
61639,0
61640,0
61641,1
61642,0
61643,0
61644,0
61645,2
61646,0
61647,0
61648,0
61649,0
61650,0
61651,0
61652,0
61653,1
61654,0
61655,0
61656,0
61657,0
61658,0
61659,0
61660,0
61661,2
61662,0
61663,0
61664,0
61665,0
61666,0
61667,0
61668,0
61669,0
61670,0
61671,0
61672,0
61673,0
61674,0
61675,0
61676,0
61677,1
61678,0
61679,0
61680,0
61681,0
61682,0
61683,0
61684,0
61685,0
61686,0
61687,0
61688,0
61689,0
61690,0
61691,0
61692,0
61693,0
61694,0
61695,0
61696,0
61697,0
61698,0
61699,0
61700,0
61701,0
61702,0
61703,0
61704,0
61705,0
61706,0
61707,0
61708,0
61709,0
61710,0
61711,0
61712,0
61713,0
61714,0
61715,0
61716,0
61717,0
61718,0
61719,0
61720,0
61721,0
61722,1
61723,0
61724,0
61725,0
61726,0
61727,0
61728,0
61729,1
61730,0
61731,0
61732,0
61733,0
61734,1
61735,0
61736,0
61737,1
61738,1
61739,0
61740,0
61741,0
61742,0
61743,1
61744,0
61745,0
61746,0
61747,0
61748,0
61749,0
61750,0
61751,0
61752,0
61753,0
61754,0
61755,0
61756,0
61757,0
61758,0
61759,0
61760,0
61761,0
61762,0
61763,0
61764,0
61765,0
61766,0
61767,0
61768,0
61769,0
61770,0
61771,0
61772,0
61773,0
61774,0
61775,0
61776,0
61777,2
61778,2
61779,0
61780,0
61781,0
61782,0
61783,0
61784,0
61785,2
61786,0
61787,2
61788,5
61789,0
61790,0
61791,0
61792,0
61793,1
61794,0
61795,0
61796,0
61797,0
61798,2
61799,0
61800,0
61801,0
61802,0
61803,0
61804,0
61805,0
61806,0
61807,0
61808,0
61809,0
61810,0
61811,0
61812,0
61813,0
61814,1
61815,0
61816,0
61817,0
61818,0
61819,0
61820,0
61821,0
61822,0
61823,0
61824,0
61825,0
61826,0
61827,0
61828,0
61829,0
61830,0
61831,0
61832,0
61833,0
61834,0
61835,0
61836,0
61837,0
61838,0
61839,0
61840,1
61841,0
61842,0
61843,0
61844,0
61845,0
61846,1
61847,0
61848,0
61849,1
61850,0
61851,0
61852,0
61853,0
61854,0
61855,0
61856,0
61857,0
61858,0
61859,0
61860,0
61861,0
61862,0
61863,0
61864,0
61865,0
61866,0
61867,0
61868,0
61869,0
61870,0
61871,0
61872,0
61873,0
61874,0
61875,0
61876,0
61877,0
61878,0
61879,0
61880,0
61881,0
61882,0
61883,0
61884,2
61885,0
61886,0
61887,0
61888,0
61889,0
61890,0
61891,0
61892,0
61893,0
61894,0
61895,0
61896,0
61897,2
61898,0
61899,0
61900,0
61901,0
61902,0
61903,0
61904,1
61905,0
61906,0
61907,0
61908,0
61909,0
61910,0
61911,0
61912,0
61913,1
61914,0
61915,0
61916,0
61917,1
61918,0
61919,0
61920,0
61921,0
61922,0
61923,0
61924,0
61925,0
61926,0
61927,0
61928,0
61929,0
61930,0
61931,0
61932,1
61933,0
61934,0
61935,1
61936,2
61937,0
61938,0
61939,0
61940,1
61941,0
61942,0
61943,0
61944,0
61945,0
61946,0
61947,0
61948,0
61949,0
61950,0
61951,0
61952,0
61953,0
61954,1
61955,0
61956,0
61957,1
61958,1
61959,1
61960,1
61961,0
61962,0
61963,0
61964,0
61965,0
61966,0
61967,0
61968,0
61969,0
61970,0
61971,1
61972,0
61973,0
61974,0
61975,0
61976,0
61977,0
61978,0
61979,0
61980,0
61981,0
61982,0
61983,2
61984,0
61985,1
61986,0
61987,0
61988,0
61989,0
61990,0
61991,0
61992,0
61993,0
61994,0
61995,3
61996,0
61997,0
61998,2
61999,0
62000,1
62001,0
62002,0
62003,0
62004,0
62005,0
62006,0
62007,0
62008,0
62009,1
62010,0
62011,0
62012,0
62013,0
62014,0
62015,0
62016,0
62017,0
62018,0
62019,0
62020,0
62021,0
62022,0
62023,0
62024,0
62025,0
62026,0
62027,1
62028,0
62029,1
62030,0
62031,0
62032,1
62033,0
62034,0
62035,0
62036,0
62037,0
62038,0
62039,0
62040,0
62041,0
62042,0
62043,0
62044,0
62045,0
62046,0
62047,0
62048,0
62049,0
62050,0
62051,0
62052,0
62053,0
62054,0
62055,0
62056,0
62057,0
62058,0
62059,0
62060,0
62061,0
62062,0
62063,0
62064,0
62065,0
62066,0
62067,0
62068,0
62069,0
62070,0
62071,0
62072,0
62073,0
62074,0
62075,0
62076,0
62077,0
62078,0
62079,0
62080,0
62081,0
62082,0
62083,0
62084,0
62085,0
62086,0
62087,2
62088,0
62089,0
62090,0
62091,0
62092,0
62093,0
62094,0
62095,0
62096,2
62097,0
62098,0
62099,0
62100,0
62101,0
62102,0
62103,1
62104,0
62105,0
62106,0
62107,2
62108,0
62109,1
62110,0
62111,2
62112,3
62113,4
62114,0
62115,1
62116,0
62117,0
62118,0
62119,1
62120,1
62121,1
62122,0
62123,0
62124,0
62125,0
62126,1
62127,0
62128,0
62129,0
62130,0
62131,0
62132,0
62133,0
62134,1
62135,0
62136,0
62137,0
62138,0
62139,0
62140,0
62141,0
62142,0
62143,0
62144,0
62145,0
62146,0
62147,0
62148,0
62149,2
62150,0
62151,0
62152,0
62153,0
62154,0
62155,0
62156,0
62157,0
62158,0
62159,1
62160,1
62161,0
62162,0
62163,0
62164,0
62165,0
62166,0
62167,0
62168,0
62169,0
62170,1
62171,0
62172,0
62173,0
62174,0
62175,0
62176,1
62177,0
62178,0
62179,0
62180,0
62181,0
62182,0
62183,0
62184,0
62185,0
62186,0
62187,0
62188,0
62189,0
62190,0
62191,0
62192,0
62193,0
62194,0
62195,2
62196,1
62197,0
62198,0
62199,0
62200,0
62201,0
62202,0
62203,0
62204,0
62205,0
62206,0
62207,0
62208,1
62209,0
62210,0
62211,0
62212,0
62213,0
62214,0
62215,0
62216,0
62217,0
62218,0
62219,0
62220,0
62221,0
62222,0
62223,0
62224,0
62225,0
62226,0
62227,1
62228,0
62229,0
62230,0
62231,0
62232,0
62233,0
62234,1
62235,0
62236,0
62237,0
62238,0
62239,0
62240,2
62241,0
62242,0
62243,0
62244,0
62245,0
62246,0
62247,0
62248,0
62249,2
62250,0
62251,1
62252,2
62253,0
62254,1
62255,3
62256,2
62257,0
62258,3
62259,2
62260,0
62261,0
62262,1
62263,1
62264,0
62265,0
62266,0
62267,0
62268,0
62269,1
62270,0
62271,0
62272,0
62273,0
62274,0
62275,0
62276,0
62277,0
62278,0
62279,0
62280,0
62281,0
62282,0
62283,0
62284,0
62285,0
62286,0
62287,0
62288,0
62289,0
62290,1
62291,0
62292,0
62293,3
62294,0
62295,0
62296,0
62297,0
62298,0
62299,0
62300,0
62301,1
62302,0
62303,0
62304,0
62305,0
62306,0
62307,0
62308,0
62309,0
62310,0
62311,0
62312,0
62313,1
62314,0
62315,0
62316,1
62317,0
62318,0
62319,0
62320,3
62321,0
62322,0
62323,0
62324,0
62325,0
62326,0
62327,0
62328,0
62329,0
62330,0
62331,0
62332,0
62333,0
62334,1
62335,0
62336,0
62337,0
62338,3
62339,1
62340,1
62341,0
62342,0
62343,0
62344,1
62345,0
62346,1
62347,1
62348,0
62349,0
62350,0
62351,0
62352,0
62353,1
62354,0
62355,0
62356,0
62357,0
62358,0
62359,0
62360,0
62361,1
62362,0
62363,0
62364,0
62365,0
62366,0
62367,1
62368,1
62369,0
62370,0
62371,1
62372,2
62373,3
62374,0
62375,0
62376,0
62377,0
62378,0
62379,0
62380,0
62381,0
62382,0
62383,1
62384,2
62385,1
62386,0
62387,2
62388,1
62389,0
62390,0
62391,3
62392,1
62393,1
62394,2
62395,4
62396,2
62397,1
62398,0
62399,0
62400,0
62401,4
62402,0
62403,0
62404,0
62405,3
62406,0
62407,1
62408,0
62409,0
62410,0
62411,0
62412,3
62413,0
62414,1
62415,0
62416,0
62417,0
62418,3
62419,1
62420,0
62421,3
62422,2
62423,0
62424,1
62425,0
62426,0
62427,0
62428,3
62429,4
62430,2
62431,0
62432,1
62433,1
62434,2
62435,0
62436,0
62437,3
62438,2
62439,0
62440,2
62441,1
62442,0
62443,0
62444,0
62445,4
62446,0
62447,1
62448,1
62449,1
62450,0
62451,0
62452,0
62453,0
62454,1
62455,0
62456,1
62457,0
62458,0
62459,0
62460,0
62461,1
62462,0
62463,0
62464,3
62465,1
62466,0
62467,0
62468,0
62469,1
62470,0
62471,0
62472,1
62473,1
62474,0
62475,0
62476,0
62477,0
62478,0
62479,0
62480,0
62481,0
62482,0
62483,0
62484,0
62485,0
62486,0
62487,0
62488,0
62489,2
62490,0
62491,1
62492,0
62493,0
62494,0
62495,0
62496,0
62497,0
62498,0
62499,0
62500,0
62501,0
62502,0
62503,0
62504,0
62505,1
62506,1
62507,1
62508,0
62509,0
62510,0
62511,0
62512,0
62513,1
62514,0
62515,0
62516,0
62517,0
62518,0
62519,0
62520,0
62521,0
62522,0
62523,0
62524,0
62525,0
62526,0
62527,0
62528,0
62529,0
62530,0
62531,1
62532,0
62533,2
62534,0
62535,0
62536,1
62537,0
62538,0
62539,1
62540,3
62541,0
62542,0
62543,1
62544,0
62545,0
62546,1
62547,0
62548,0
62549,1
62550,0
62551,0
62552,1
62553,0
62554,2
62555,1
62556,0
62557,0
62558,0
62559,0
62560,0
62561,0
62562,0
62563,2
62564,0
62565,0
62566,3
62567,1
62568,2
62569,2
62570,0
62571,0
62572,0
62573,2
62574,2
62575,0
62576,0
62577,0
62578,0
62579,1
62580,3
62581,0
62582,0
62583,0
62584,1
62585,1
62586,0
62587,3
62588,2
62589,0
62590,0
62591,0
62592,1
62593,0
62594,0
62595,0
62596,0
62597,0
62598,1
62599,1
62600,2
62601,0
62602,0
62603,0
62604,0
62605,1
62606,0
62607,0
62608,0
62609,0
62610,0
62611,0
62612,0
62613,0
62614,0
62615,1
62616,0
62617,0
62618,0
62619,0
62620,0
62621,0
62622,0
62623,0
62624,0
62625,0
62626,0
62627,0
62628,0
62629,0
62630,0
62631,0
62632,0
62633,0
62634,0
62635,1
62636,0
62637,0
62638,1
62639,0
62640,0
62641,0
62642,0
62643,1
62644,0
62645,0
62646,0
62647,0
62648,0
62649,0
62650,1
62651,0
62652,0
62653,0
62654,0
62655,0
62656,1
62657,3
62658,0
62659,0
62660,0
62661,2
62662,1
62663,0
62664,0
62665,0
62666,0
62667,0
62668,0
62669,0
62670,0
62671,1
62672,2
62673,0
62674,0
62675,2
62676,1
62677,0
62678,0
62679,1
62680,0
62681,0
62682,0
62683,0
62684,1
62685,2
62686,0
62687,0
62688,0
62689,1
62690,0
62691,0
62692,1
62693,0
62694,1
62695,0
62696,0
62697,0
62698,0
62699,0
62700,0
62701,0
62702,0
62703,0
62704,0
62705,0
62706,2
62707,0
62708,0
62709,0
62710,1
62711,0
62712,1
62713,0
62714,1
62715,0
62716,0
62717,0
62718,0
62719,0
62720,0
62721,0
62722,0
62723,0
62724,0
62725,0
62726,2
62727,1
62728,0
62729,0
62730,0
62731,0
62732,0
62733,0
62734,0
62735,0
62736,1
62737,0
62738,0
62739,0
62740,0
62741,0
62742,1
62743,0
62744,1
62745,0
62746,1
62747,0
62748,0
62749,0
62750,0
62751,0
62752,0
62753,0
62754,1
62755,0
62756,0
62757,1
62758,0
62759,0
62760,0
62761,0
62762,0
62763,0
62764,1
62765,0
62766,0
62767,0
62768,0
62769,0
62770,1
62771,0
62772,0
62773,0
62774,0
62775,0
62776,2
62777,0
62778,0
62779,0
62780,1
62781,0
62782,0
62783,0
62784,1
62785,0
62786,0
62787,0
62788,0
62789,0
62790,0
62791,0
62792,0
62793,1
62794,0
62795,0
62796,0
62797,0
62798,0
62799,0
62800,0
62801,0
62802,0
62803,0
62804,0
62805,0
62806,0
62807,0
62808,0
62809,0
62810,0
62811,0
62812,1
62813,0
62814,1
62815,0
62816,0
62817,0
62818,0
62819,0
62820,0
62821,0
62822,0
62823,0
62824,0
62825,0
62826,0
62827,0
62828,0
62829,1
62830,0
62831,0
62832,0
62833,0
62834,0
62835,0
62836,0
62837,1
62838,0
62839,0
62840,1
62841,0
62842,0
62843,0
62844,0
62845,0
62846,1
62847,0
62848,1
62849,0
62850,0
62851,2
62852,0
62853,0
62854,0
62855,0
62856,0
62857,0
62858,0
62859,0
62860,0
62861,0
62862,0
62863,0
62864,0
62865,2
62866,2
62867,0
62868,1
62869,4
62870,0
62871,0
62872,1
62873,0
62874,0
62875,0
62876,0
62877,0
62878,1
62879,0
62880,0
62881,0
62882,0
62883,0
62884,0
62885,0
62886,0
62887,0
62888,0
